time,Pressure,Flow ,event,evenеt title
1530135990,61.08,0,0,
1530135998,61.26,0,0,
1530136006,61.22,0,0,
1530136014,61.33,0,0,
1530136022,61.03,0,0,
1530136030,61.33,0,0,
1530136038,61.39,0,0,
1530136046,61.15,0,0,
1530136054,61.13,0,0,
1530136062,60.66,0,0,
1530136070,60.98,0,0,
1530136078,60.51,0,0,
1530136086,61.48,0,0,
1530136094,61.46,0,0,
1530136102,60.61,0,0,
1530136110,61.03,0,0,
1530136118,61.17,0,0,
1530136126,61.02,0,0,
1530136134,60.92,0,0,
1530136142,60.62,0,0,
1530136150,61.47,0,0,
1530136158,61.05,0,0,
1530136166,61.06,0,0,
1530136174,60.94,0,0,
1530136182,61.47,0,0,
1530136190,60.95,0,0,
1530136198,61.34,0,0,
1530136206,61.24,0,0,
1530136214,61.34,0,0,
1530136222,60.94,0,0,
1530136230,61.12,0,0,
1530136238,60.5,0,0,
1530136246,61.2,0,0,
1530136254,60.91,0,0,
1530136262,60.62,0,0,
1530136270,61.08,0,0,
1530136278,61.01,0,0,
1530136286,60.92,0,0,
1530136294,61.44,0,0,
1530136302,60.56,0,0,
1530136310,61.29,1.67,3,Shower
1530136318,58.42,1.16,3,Shower
1530136326,56.67,1.73,3,Shower
1530136334,55.34,1.84,3,Shower
1530136342,58.49,1.84,3,Shower
1530136350,58.22,1.79,3,Shower
1530136358,58.92,1.47,3,Shower
1530136366,58.9,1.41,3,Shower
1530136374,58.28,1.99,3,Shower
1530136382,59.32,1.88,3,Shower
1530136390,58.77,1.98,3,Shower
1530136398,58.22,1.38,3,Shower
1530136406,58.7,1.56,3,Shower
1530136414,58.11,1.37,3,Shower
1530136422,58.87,1.92,3,Shower
1530136430,58.82,1.01,3,Shower
1530136438,59.23,1.14,3,Shower
1530136446,59,1.34,3,Shower
1530136454,59.34,1.3,3,Shower
1530136462,58.04,1.81,3,Shower
1530136470,58.11,1.19,3,Shower
1530136478,58.41,1.18,3,Shower
1530136486,58.56,1.83,3,Shower
1530136494,59,1.48,3,Shower
1530136502,59.05,1.47,3,Shower
1530136510,58.43,1.36,3,Shower
1530136518,59.12,1.66,3,Shower
1530136526,58.71,1.59,3,Shower
1530136534,58.95,1.5,3,Shower
1530136542,58.67,1.79,3,Shower
1530136550,58.15,1.36,3,Shower
1530136558,58.43,1.23,3,Shower
1530136566,58.69,1.13,3,Shower
1530136574,59.1,1.98,3,Shower
1530136582,59.06,1.78,3,Shower
1530136590,58.5,1.11,3,Shower
1530136598,58.05,1.05,3,Shower
1530136606,59.3,1.36,3,Shower
1530136614,58.81,1.5,3,Shower
1530136622,58.45,1.4,3,Shower
1530136630,59.2,1.39,3,Shower
1530136638,58.89,1.46,3,Shower
1530136646,58.91,1.9,3,Shower
1530136654,59.31,1.16,3,Shower
1530136662,59.15,1.87,3,Shower
1530136670,58.62,1.34,3,Shower
1530136678,58.96,1.06,3,Shower
1530136686,59.04,1.57,3,Shower
1530136694,58.78,1.63,3,Shower
1530136702,58.72,1.1,3,Shower
1530138318,58.84,1.2,3,Shower
1530138326,58.35,1.43,3,Shower
1530138334,58.58,1.3,3,Shower
1530138342,58.37,1.1,3,Shower
1530138350,58.27,1.01,3,Shower
1530138358,58.65,1.87,3,Shower
1530138366,58.9,1.87,3,Shower
1530138374,58.92,1.19,3,Shower
1530138382,59.02,1.67,3,Shower
1530138390,59.01,1.34,3,Shower
1530138398,58.75,1.93,3,Shower
1530138406,58.99,1.79,3,Shower
1530138414,58.23,1.86,3,Shower
1530138422,58.7,1.07,3,Shower
1530138430,58.37,1.07,3,Shower
1530138438,59.04,1.11,3,Shower
1530138446,59.4,1.72,3,Shower
1530138454,58.08,1.02,3,Shower
1530138462,58.2,1.61,3,Shower
1530138470,58.52,1.91,3,Shower
1530138478,58.52,1.27,3,Shower
1530138486,58.55,1.36,3,Shower
1530138494,58.85,1.79,3,Shower
1530138502,58.34,1.32,3,Shower
1530138510,59.15,1.45,3,Shower
1530138518,58.27,1.27,3,Shower
1530138526,59.02,1.06,3,Shower
1530138534,58.84,1.22,3,Shower
1530138542,58.55,1.35,3,Shower
1530138550,58.27,1.16,3,Shower
1530138558,59.22,1.64,3,Shower
1530138566,58.33,1.1,3,Shower
1530138574,58.57,1.69,3,Shower
1530138582,59.05,1.07,3,Shower
1530138590,59.16,1.6,3,Shower
1530138598,59.25,1.12,3,Shower
1530138606,58.55,1.79,3,Shower
1530138614,58.47,1.85,3,Shower
1530138622,59.04,1.72,3,Shower
1530138630,58.49,1.69,3,Shower
1530138638,59.05,1.72,3,Shower
1530138646,58.97,1.64,3,Shower
1530138654,58.73,1.95,3,Shower
1530138662,58.82,1.25,3,Shower
1530138670,58.17,1.15,3,Shower
1530138678,58.14,1.6,3,Shower
1530138686,58.94,1.26,3,Shower
1530138694,58.89,1.39,3,Shower
1530138702,58.31,1.11,3,Shower
1530138710,59.05,1.16,3,Shower
1530138718,58.9,1.54,3,Shower
1530138726,58.51,1.99,3,Shower
1530138734,58.53,1.27,3,Shower
1530138742,59.33,1.95,3,Shower
1530138750,58.81,1.77,3,Shower
1530138758,58.87,1.15,3,Shower
1530138766,58.81,1.47,3,Shower
1530138774,58.15,1.58,3,Shower
1530138782,58.78,1.84,3,Shower
1530138790,58.53,1.41,3,Shower
1530138798,58.14,1.84,3,Shower
1530138806,59.29,1.46,3,Shower
1530138814,58.07,1.87,3,Shower
1530138822,58.67,1.16,3,Shower
1530138830,58.56,1.05,3,Shower
1530138838,58.17,1.13,3,Shower
1530138846,58.24,1.78,3,Shower
1530138854,58.96,1,3,Shower
1530138862,58.72,1.88,3,Shower
1530138870,58.56,1.72,3,Shower
1530138878,58.83,1.34,3,Shower
1530138886,58.84,1.08,3,Shower
1530138894,59.12,1.47,3,Shower
1530138902,58.72,1.87,3,Shower
1530138910,58.2,1.23,3,Shower
1530138918,58.5,1.9,3,Shower
1530138926,58.59,1.98,3,Shower
1530138934,58.61,1.03,3,Shower
1530138942,58.97,1.27,3,Shower
1530138950,58.47,1.31,3,Shower
1530108559,61.19,0,0,
1530108567,62.58,0,0,
1530108575,59.25,0,0,
1530108583,62.02,0,0,
1530108591,60.8,0,0,
1530108599,60.78,0,0,
1530108607,61.44,0,0,
1530108615,61.43,0,0,
1530108623,60.75,0,0,
1530108631,61.2,0,0,
1530108639,61.3,0,0,
1530108647,60.86,0,0,
1530108655,60.93,0,0,
1530108663,61.2,0,0,
1530108671,61.34,0,0,
1530108679,61.49,0,0,
1530108687,60.85,0,0,
1530108695,60.9,0,0,
1530108703,61.13,0,0,
1530108711,61.07,0,0,
1530108719,61.31,0,0,
1530108727,61.18,0,0,
1530108735,61.32,0,0,
1530108743,61.45,0,0,
1530108751,61.11,0,0,
1530108759,60.9,0,0,
1530108767,61.06,0,0,
1530108775,61.28,0,0,
1530108783,60.57,0,0,
1530108791,60.85,0,0,
1530108799,61.36,0,0,
1530108807,60.9,0,0,
1530108815,61.03,0,0,
1530108823,60.52,0,0,
1530108831,61.29,0,0,
1530108839,60.54,0,0,
1530108847,61,0,0,
1530108855,61.5,0,0,
1530108863,60.73,0,0,
1530108871,61.2,0,0,
1530108879,60.75,0,0,
1530108887,60.94,0,0,
1530108895,60.86,0,0,
1530108903,61.27,0,0,
1530108911,61.02,0,0,
1530108919,60.7,0,0,
1530108927,61.02,0,0,
1530108935,60.8,0,0,
1530108943,61,0,0,
1530108951,60.83,0,0,
1530108959,60.79,0,0,
1530108967,61.27,0,0,
1530108975,61.05,0,0,
1530108983,60.8,0,0,
1530108991,61.19,0,0,
1530108999,61.28,0,0,
1530109007,60.94,0,0,
1530109015,60.88,0,0,
1530109023,60.61,0,0,
1530109031,60.95,0,0,
1530109039,61.23,0,0,
1530109047,61.43,0,0,
1530109055,61.2,0,0,
1530109063,61.19,0,0,
1530109071,60.89,0,0,
1530109079,60.95,0,0,
1530109087,60.78,0,0,
1530109095,61.14,0,0,
1530109103,60.65,0,0,
1530109111,60.55,0,0,
1530109119,61.28,0,0,
1530109127,61.44,0,0,
1530109135,60.82,0,0,
1530109143,61.35,0,0,
1530109151,60.64,0,0,
1530109159,60.78,0,0,
1530109167,60.75,0,0,
1530109175,61.2,0,0,
1530109183,60.52,0,0,
1530109191,60.65,0,0,
1530109199,60.88,0,0,
1530109207,61.22,0,0,
1530109215,60.85,0,0,
1530109223,61.47,0,0,
1530109231,60.76,0,0,
1530109239,60.79,0,0,
1530109247,60.64,0,0,
1530109255,60.7,0,0,
1530109263,60.79,0,0,
1530109271,61.2,0,0,
1530109279,61.22,0,0,
1530109287,61.01,0,0,
1530109295,60.62,0,0,
1530109303,61.32,0,0,
1530109311,61.34,0,0,
1530109319,60.85,0,0,
1530109327,60.9,0,0,
1530109335,61.13,0,0,
1530109343,61.12,0,0,
1530109351,60.95,0,0,
1530109359,60.5,0,0,
1530109367,61.39,0,0,
1530109375,60.7,0,0,
1530109383,61.02,0,0,
1530109391,61.47,0,0,
1530109399,60.96,0,0,
1530109407,60.91,0,0,
1530109415,60.95,0,0,
1530109423,60.81,0,0,
1530109431,60.97,0,0,
1530109439,60.87,0,0,
1530109447,60.75,0,0,
1530109455,60.98,0,0,
1530109463,60.55,0,0,
1530109471,61.12,0,0,
1530109479,60.56,0,0,
1530109487,60.99,0,0,
1530109495,60.55,0,0,
1530109503,60.79,0,0,
1530109511,61.47,0,0,
1530109519,60.63,0,0,
1530109527,61.12,0,0,
1530109535,60.52,0,0,
1530109543,61.38,0,0,
1530109551,60.83,0,0,
1530109559,60.62,0,0,
1530109567,60.92,0,0,
1530109575,61.43,0,0,
1530109583,61.37,0,0,
1530109591,60.57,0,0,
1530109599,60.98,0,0,
1530109607,60.96,0,0,
1530109615,61.47,0,0,
1530109623,61.23,0,0,
1530109631,60.57,0,0,
1530109639,61.41,0,0,
1530109647,60.99,0,0,
1530109655,60.51,0,0,
1530109663,60.87,0,0,
1530109671,61.08,0,0,
1530109679,60.91,0,0,
1530109687,60.9,0,0,
1530109695,60.61,0,0,
1530109703,61.07,0,0,
1530109711,61.36,0,0,
1530109719,61.39,0,0,
1530109727,60.79,0,0,
1530109735,61.42,0,0,
1530109743,61.18,0,0,
1530109751,60.61,0,0,
1530109759,60.65,0,0,
1530109767,61.05,0,0,
1530109775,61.4,0,0,
1530109783,60.92,0,0,
1530109791,60.82,0,0,
1530109799,60.86,0,0,
1530109807,60.58,0,0,
1530109815,60.96,0,0,
1530109823,60.63,0,0,
1530109831,61.01,0,0,
1530109839,61.39,0,0,
1530109847,61.17,0,0,
1530109855,61.29,0,0,
1530109863,60.79,0,0,
1530109871,60.79,0,0,
1530109879,60.63,0,0,
1530109887,60.86,0,0,
1530109895,61.35,0,0,
1530109903,60.71,0,0,
1530109911,60.94,0,0,
1530109919,61.27,0,0,
1530109927,60.51,0,0,
1530109935,60.73,0,0,
1530109943,61.13,0,0,
1530109951,60.6,0,0,
1530109959,61.37,0,0,
1530109967,61.36,0,0,
1530109975,60.97,0,0,
1530109983,61.27,0,0,
1530109991,61.07,0,0,
1530109999,61.32,0,0,
1530110007,61.33,0,0,
1530110015,61.36,0,0,
1530110023,61.15,0,0,
1530110031,61.36,0,0,
1530110039,61.29,0,0,
1530110047,60.64,0,0,
1530110055,61.2,0,0,
1530110063,60.72,0,0,
1530110071,60.77,0,0,
1530110079,60.62,0,0,
1530110087,61.48,0,0,
1530110095,60.78,0,0,
1530110103,60.66,0,0,
1530110111,61.34,0,0,
1530110119,61.46,0,0,
1530110127,61.04,0,0,
1530110135,60.85,0,0,
1530110143,60.82,0,0,
1530110151,60.52,0,0,
1530110159,61.28,0,0,
1530110167,60.62,0,0,
1530110175,60.98,0,0,
1530110183,60.51,0,0,
1530110191,60.61,0,0,
1530110199,60.52,0,0,
1530110207,61.28,0,0,
1530110215,61.22,0,0,
1530110223,60.77,0,0,
1530110231,61.04,0,0,
1530110239,61.3,0,0,
1530110247,61.38,0,0,
1530110255,60.94,0,0,
1530110263,61.49,0,0,
1530110271,61.16,0,0,
1530110279,60.69,0,0,
1530110287,61.12,0,0,
1530110295,60.64,0,0,
1530110303,60.83,0,0,
1530110311,60.76,0,0,
1530110319,61.1,0,0,
1530110327,61.44,0,0,
1530110335,61.36,0,0,
1530110343,61,0,0,
1530110351,61.24,0,0,
1530110359,61.09,0,0,
1530110367,61.06,0,0,
1530110375,61.21,0,0,
1530110383,61.01,0,0,
1530110391,61.5,0,0,
1530110399,61.33,0,0,
1530110407,60.64,0,0,
1530110415,61.38,0,0,
1530110423,61.03,0,0,
1530110431,61.04,0,0,
1530110439,60.9,0,0,
1530110447,60.54,0,0,
1530110455,60.6,0,0,
1530110463,60.9,0,0,
1530110471,61.15,0,0,
1530110479,61.07,0,0,
1530110487,60.69,0,0,
1530110495,61.25,0,0,
1530110503,61.47,0,0,
1530110511,60.98,0,0,
1530110519,61.11,0,0,
1530110527,61.09,0,0,
1530110535,61.15,0,0,
1530110543,60.62,0,0,
1530110551,61.23,0,0,
1530110559,61.36,0,0,
1530110567,61.23,0,0,
1530110575,61.35,0,0,
1530110583,60.84,0,0,
1530110591,61.19,0,0,
1530110599,61.13,0,0,
1530110607,61.46,0,0,
1530110615,60.98,0,0,
1530110623,61.01,0,0,
1530110631,60.87,0,0,
1530110639,60.93,0,0,
1530110647,61.36,0,0,
1530110655,61.22,0,0,
1530110663,61.14,0,0,
1530110671,61.34,0,0,
1530110679,61.17,0,0,
1530110687,61.42,0,0,
1530110695,60.67,0,0,
1530110703,60.64,0,0,
1530110711,60.99,0,0,
1530110719,61.27,0,0,
1530110727,61.2,0,0,
1530110735,60.91,0,0,
1530110743,61.16,0,0,
1530110751,61.21,0,0,
1530110759,61.14,0,0,
1530110767,60.63,0,0,
1530110775,61.04,0,0,
1530110783,61.24,0,0,
1530110791,60.55,0,0,
1530110799,60.87,0,0,
1530110807,60.53,0,0,
1530110815,61.26,0,0,
1530110823,60.5,0,0,
1530110831,60.75,0,0,
1530110839,61.04,0,0,
1530110847,60.75,0,0,
1530110855,60.66,0,0,
1530110863,61.04,0,0,
1530110871,61.35,0,0,
1530110879,60.89,0,0,
1530110887,60.82,0,0,
1530110895,61.14,0,0,
1530110903,60.86,0,0,
1530110911,60.6,0,0,
1530110919,61.01,0,0,
1530110927,61.26,0,0,
1530110935,61.48,0,0,
1530110943,61.41,0,0,
1530110951,61.05,0,0,
1530110959,60.51,0,0,
1530110967,60.92,0,0,
1530110975,60.96,0,0,
1530110983,60.59,0,0,
1530110991,60.54,0,0,
1530110999,60.57,0,0,
1530111007,60.99,0,0,
1530111015,60.73,0,0,
1530111023,61.1,0,0,
1530111031,61.44,0,0,
1530111039,61.43,0,0,
1530111047,61.4,0,0,
1530111055,60.65,0,0,
1530111063,61.36,0,0,
1530111071,61.31,0,0,
1530111079,61.09,0,0,
1530111087,61.06,0,0,
1530111095,61.43,0,0,
1530111103,61.31,0,0,
1530111111,60.99,0,0,
1530111119,60.7,0,0,
1530111127,60.92,0,0,
1530111135,60.91,0,0,
1530111143,60.61,0,0,
1530111151,60.67,0,0,
1530111159,61.1,0,0,
1530111167,61.26,0,0,
1530111175,61.12,0,0,
1530111183,61.02,0,0,
1530111191,61.14,1.58,3,Shower
1530111199,59.12,1.18,3,Shower
1530111207,56.94,1.64,3,Shower
1530111215,55.3,1.31,3,Shower
1530111223,55.09,1.57,3,Shower
1530111231,58.8,1.8,3,Shower
1530111239,59.21,1.76,3,Shower
1530111247,58.81,1.56,3,Shower
1530111255,58.62,1.22,3,Shower
1530111263,59.12,1.46,3,Shower
1530111271,58.51,1.99,3,Shower
1530111279,59.18,1.66,3,Shower
1530111287,58.76,1.62,3,Shower
1530111295,58.48,1.59,3,Shower
1530111303,58.36,1.14,3,Shower
1530111311,58.72,1.69,3,Shower
1530111319,58.69,1.58,3,Shower
1530111327,58.85,1.94,3,Shower
1530111335,59.18,1.26,3,Shower
1530111343,58.54,1.35,3,Shower
1530111351,59.04,1.71,3,Shower
1530111359,59.33,1.04,3,Shower
1530111367,58.27,1.88,3,Shower
1530111375,58.4,1.08,3,Shower
1530111383,59.09,1.44,3,Shower
1530111391,58.68,1.84,3,Shower
1530111399,58.37,1.02,3,Shower
1530111407,58.48,1.56,3,Shower
1530111415,58.57,1.32,3,Shower
1530111423,58.83,1.54,3,Shower
1530111431,59.11,1.9,3,Shower
1530111439,58.39,1.7,3,Shower
1530111447,59,1.1,3,Shower
1530111455,58.42,1.62,3,Shower
1530111463,58.93,1.31,3,Shower
1530111471,58.4,1.21,3,Shower
1530111479,58.66,1.87,3,Shower
1530111487,58.48,1.03,3,Shower
1530111495,58.84,1.48,3,Shower
1530111503,59.01,1.54,3,Shower
1530111511,58.55,1.92,3,Shower
1530111519,59.2,1.24,3,Shower
1530111527,58.12,1.55,3,Shower
1530111535,58.56,1.67,3,Shower
1530111543,58.8,1.93,3,Shower
1530111551,58.43,1.79,3,Shower
1530111559,58.51,2,3,Shower
1530111567,58.63,1.4,3,Shower
1530111575,58.47,1.45,3,Shower
1530111583,58.38,1.66,3,Shower
1530111591,58.97,1.02,3,Shower
1530111599,58.87,1.82,3,Shower
1530111607,58.4,1.85,3,Shower
1530111615,58.09,1.15,3,Shower
1530111623,58.45,1.15,3,Shower
1530111631,58.69,1.04,3,Shower
1530111639,58.92,1.27,3,Shower
1530111647,58.28,1.95,3,Shower
1530111655,58.65,1.2,3,Shower
1530111663,58.83,1.27,3,Shower
1530111671,58.67,1.68,3,Shower
1530111679,58.96,1.16,3,Shower
1530111687,58.88,1.46,3,Shower
1530111695,58.94,1.52,3,Shower
1530111703,58.4,1.19,3,Shower
1530111711,59.24,1.78,3,Shower
1530111719,58.1,1.06,3,Shower
1530111727,58.05,1.83,3,Shower
1530111735,58.59,1.42,3,Shower
1530111743,58.39,1.84,3,Shower
1530111751,58.9,1.26,3,Shower
1530111759,59.3,1.79,3,Shower
1530111767,58.42,1.65,3,Shower
1530111775,58.58,1.51,3,Shower
1530111783,58.71,1.56,3,Shower
1530111791,58.23,1.66,3,Shower
1530111799,59.07,1.25,3,Shower
1530111807,59.28,1.06,3,Shower
1530111815,58.13,1.56,3,Shower
1530111823,58.8,1.82,3,Shower
1530111831,58.57,1.2,3,Shower
1530111839,58.75,1.24,3,Shower
1530111847,58.47,1,3,Shower
1530111967,59.08,1.18,3,Shower
1530111975,59.89,1.06,3,Shower
1530111983,57,1.95,3,Shower
1530111991,59.16,1.24,3,Shower
1530111999,58.43,1.81,3,Shower
1530112007,58.62,1.96,3,Shower
1530112015,58.47,1.35,3,Shower
1530112023,58.55,1.84,3,Shower
1530112031,58.29,1.05,3,Shower
1530112039,58.63,1.01,3,Shower
1530112047,58.19,1.33,3,Shower
1530112055,58.56,1.4,3,Shower
1530112063,59.26,1.76,3,Shower
1530112071,58.51,1.97,3,Shower
1530112079,58.72,1.45,3,Shower
1530112087,59.32,1.64,3,Shower
1530112095,58.78,1.77,3,Shower
1530112103,58.25,1.49,3,Shower
1530112111,58.3,1.02,3,Shower
1530112119,58.43,1.4,3,Shower
1530112127,59.06,1.66,3,Shower
1530112135,58.62,1.06,3,Shower
1530112143,58.73,1.79,3,Shower
1530112151,58.7,1.33,3,Shower
1530112159,58.87,1.42,3,Shower
1530112167,57.99,1.21,3,Shower
1530112175,58.47,1.37,3,Shower
1530112183,59.14,1.78,3,Shower
1530112191,59.02,2,3,Shower
1530112199,58.36,1.27,3,Shower
1530112207,58.36,1.87,3,Shower
1530112215,59.27,1.56,3,Shower
1530112223,58.66,1.02,3,Shower
1530112231,59.25,1.93,3,Shower
1530112239,58.56,1.18,3,Shower
1530112247,58.1,1.38,3,Shower
1530112255,58.81,1.32,3,Shower
1530112263,58.65,1.25,3,Shower
1530112271,59.1,1.77,3,Shower
1530112279,59.12,1.28,3,Shower
1530112287,58.77,1.97,3,Shower
1530112295,58.49,1.16,3,Shower
1530112303,58.9,1.6,3,Shower
1530112311,58.3,1.02,3,Shower
1530112319,59.2,1.59,3,Shower
1530112327,58.09,1.1,3,Shower
1530112335,58.54,1.68,3,Shower
1530112343,58.22,1.37,3,Shower
1530112351,59.01,1.27,3,Shower
1530112359,57.98,1.47,3,Shower
1530112367,58.99,1.12,3,Shower
1530112375,59.4,1.16,3,Shower
1530112383,58.89,1.44,3,Shower
1530112391,59,1.17,3,Shower
1530112399,58.82,1.11,3,Shower
1530112407,58.85,1.27,3,Shower
1530112415,58.74,1.85,3,Shower
1530112423,58.6,1.03,3,Shower
1530112431,58.98,1.43,3,Shower
1530112439,58.34,1.93,3,Shower
1530112447,58.75,1.83,3,Shower
1530112455,58.89,1.23,3,Shower
1530112463,58.82,1.66,3,Shower
1530112471,58.46,1.77,3,Shower
1530112479,58.87,1.51,3,Shower
1530112487,58.19,1.12,3,Shower
1530112495,58.43,1.59,3,Shower
1530112503,59.03,1.36,3,Shower
1530112511,58.79,1.69,3,Shower
1530112519,59.26,1.29,3,Shower
1530112527,58.58,1.03,3,Shower
1530112535,58.78,1.53,3,Shower
1530112543,59.37,1.81,3,Shower
1530112551,58.67,1.98,3,Shower
1530112559,58.75,1.94,3,Shower
1530134030,58.69,1.72,3,Shower
1530134038,58.03,1.06,3,Shower
1530134046,59.13,1.07,3,Shower
1530134054,59.06,1.25,3,Shower
1530134062,59.12,1.05,3,Shower
1530134070,57.98,1.16,3,Shower
1530134078,59.05,1.68,3,Shower
1530134086,57.99,1.98,3,Shower
1530134094,58.35,1.25,3,Shower
1530134102,59.46,1.68,3,Shower
1530134110,59.01,1.91,3,Shower
1530134118,58.34,1.02,3,Shower
1530134126,58.93,1.36,3,Shower
1530134134,58.77,1.09,3,Shower
1530134142,58.75,1.43,3,Shower
1530134150,58.56,1.5,3,Shower
1530134158,59.16,1.29,3,Shower
1530134166,58.76,1.58,3,Shower
1530134174,58.76,1.95,3,Shower
1530134182,58.65,1.9,3,Shower
1530134190,58.96,1.77,3,Shower
1530134198,59.38,1.27,3,Shower
1530134206,58.6,1.28,3,Shower
1530134214,58.12,1.76,3,Shower
1530134222,58.32,1.84,3,Shower
1530134230,58.21,1.16,3,Shower
1530134238,58.91,1.6,3,Shower
1530134246,58.54,1.88,3,Shower
1530134254,58.87,1.92,3,Shower
1530134262,59.09,1.16,3,Shower
1530134270,58.83,1.14,3,Shower
1530134278,58.69,1.88,3,Shower
1530134286,58.56,1.32,3,Shower
1530134294,59.39,1.34,3,Shower
1530134302,58.74,1.25,3,Shower
1530134310,58.66,1.02,3,Shower
1530134318,58.37,1.9,3,Shower
1530134326,58.32,1.88,3,Shower
1530134334,58.79,1.81,3,Shower
1530134342,58.8,1.29,3,Shower
1530134350,58.56,1.73,3,Shower
1530134358,58.74,1.14,3,Shower
1530134366,58.97,1.47,3,Shower
1530134374,59.38,1.02,3,Shower
1530134382,58.52,1.62,3,Shower
1530134390,59.12,1.02,3,Shower
1530134398,58.43,1.78,3,Shower
1530134406,59.21,1.4,3,Shower
1530134414,58.88,1.16,3,Shower
1530134422,58.37,1.09,3,Shower
1530134430,58.2,1.18,3,Shower
1530134438,58.56,1.71,3,Shower
1530134446,58.13,1.21,3,Shower
1530134454,58.94,1.89,3,Shower
1530134462,58.88,1.51,3,Shower
1530134470,58.27,1.92,3,Shower
1530134478,58.47,1.83,3,Shower
1530134486,58.7,1.27,3,Shower
1530134494,58.36,1.12,3,Shower
1530134502,58.29,1.38,3,Shower
1530134510,58.52,1.92,3,Shower
1530134518,58.06,1.26,3,Shower
1530134526,58.33,1.37,3,Shower
1530134534,58.05,1.64,3,Shower
1530134542,58.81,1.32,3,Shower
1530134550,58.57,1.55,3,Shower
1530134558,59.34,1.62,3,Shower
1530134566,58.63,1.48,3,Shower
1530134574,58.79,1.62,3,Shower
1530134582,58.21,1.27,3,Shower
1530134590,58.15,1.37,3,Shower
1530134598,58.86,1.59,3,Shower
1530134606,58.91,1.87,3,Shower
1530134614,58.41,1.04,3,Shower
1530134622,59,1.2,3,Shower
1530134630,59.28,1.04,3,Shower
1530134638,58.98,1.24,3,Shower
1530134646,58.54,1.18,3,Shower
1530134654,58.79,1.61,3,Shower
1530134662,59.02,1.33,3,Shower
1530134670,58.78,1.69,3,Shower
1530134678,58.16,1.38,3,Shower
1530134686,58.89,1.78,3,Shower
1530134694,59.22,1.57,3,Shower
1530134702,58.61,1.02,3,Shower
1530134710,58.61,1.87,3,Shower
1530134718,59.24,1.89,3,Shower
1530134726,58.65,1.52,3,Shower
1530134734,58.78,1.24,3,Shower
1530134742,58.35,1.15,3,Shower
1530134750,58.56,1.47,3,Shower
1530134758,58.49,1.15,3,Shower
1530134766,59.46,1.93,3,Shower
1530134774,59.23,1.48,3,Shower
1530134782,59.03,1.04,3,Shower
1530134790,59.11,1.54,3,Shower
1530134798,58.73,1.89,3,Shower
1530134806,58.16,1.7,3,Shower
1530134814,58.85,1.55,3,Shower
1530134822,58.91,1.06,3,Shower
1530134830,58.41,1.32,3,Shower
1530134838,58.78,1.68,3,Shower
1530134846,58.48,1.16,3,Shower
1530134854,58.51,1.11,3,Shower
1530134862,58.12,1.48,3,Shower
1530134870,58.24,1.51,3,Shower
1530134878,59.1,1.66,3,Shower
1530134886,58.92,1.7,3,Shower
1530134894,58.43,1.4,3,Shower
1530134902,59,1.99,3,Shower
1530134910,58.37,1.64,3,Shower
1530134918,58.8,2,3,Shower
1530134926,58.15,1.4,3,Shower
1530134934,58.65,1.37,3,Shower
1530134942,58.73,1.06,3,Shower
1530134950,58.92,1.91,3,Shower
1530134958,59.1,1.63,3,Shower
1530134966,58.7,1.94,3,Shower
1530134974,58.91,1.89,3,Shower
1530134982,58.76,1.75,3,Shower
1530134990,58.38,1.08,3,Shower
1530134998,58.75,1.99,3,Shower
1530135006,59.12,1.98,3,Shower
1530135014,59.04,1.02,3,Shower
1530135022,59.08,1.7,3,Shower
1530135030,58.55,1.5,3,Shower
1530135038,58.9,1.11,3,Shower
1530135046,58.2,1.74,3,Shower
1530135054,58.17,1.72,3,Shower
1530135062,58.04,1.92,3,Shower
1530135070,58.42,1.93,3,Shower
1530135078,58.48,1.98,3,Shower
1530135086,58.66,1.39,3,Shower
1530135094,58.65,1.73,3,Shower
1530135102,58.31,1.21,3,Shower
1530135110,58.75,1.13,3,Shower
1530135118,58.93,1.58,3,Shower
1530135126,58.78,1.44,3,Shower
1530135134,59.19,1.91,3,Shower
1530135142,58.08,1.43,3,Shower
1530135150,58.75,1.41,3,Shower
1530135158,58.24,1.94,3,Shower
1530135166,58.3,1.7,3,Shower
1530135174,58.06,1.08,3,Shower
1530135182,59.24,1.41,3,Shower
1530135190,58.55,1.01,3,Shower
1530135198,58.5,1.61,3,Shower
1530135206,58.22,1,3,Shower
1530135214,58.29,1.46,3,Shower
1530135222,59.35,1.39,3,Shower
1530135230,59.06,1.73,3,Shower
1530135238,58.73,1.55,3,Shower
1530135246,58.66,1.45,3,Shower
1530135254,58.73,1.05,3,Shower
1530135262,58.39,1.93,3,Shower
1530135270,58.76,1.17,3,Shower
1530135278,58.12,1.4,3,Shower
1530135286,58.34,1.87,3,Shower
1530135294,58.87,1.78,3,Shower
1530135302,58.52,1.46,3,Shower
1530135310,58.18,1.43,3,Shower
1530135318,58.86,1.99,3,Shower
1530135326,58.87,1.1,3,Shower
1530135334,58.53,1.09,3,Shower
1530135342,59.12,1.39,3,Shower
1530135350,58.92,1.69,3,Shower
1530135358,59.09,1.11,3,Shower
1530135366,58.97,1.48,3,Shower
1530135374,59.1,1.64,3,Shower
1530135382,59.09,1.71,3,Shower
1530135390,58.01,1.26,3,Shower
1530135398,58.38,1.02,3,Shower
1530135406,58.9,1.15,3,Shower
1530135414,59.03,1.96,3,Shower
1530135422,58.91,1.78,3,Shower
1530135430,59.22,1.31,3,Shower
1530135438,58.56,1.05,3,Shower
